user_id,user_resign_winrate,user_time_winrate,user_average_game_len,user_rating_deviation,op_id,op_resign_winrate,op_time_winrate,op_average_game_len,op_rating_deviation,game_result,op_average_best_win,user_average_best_win,best_win_diff,user_white_performance,user_black_performance,op_white_performance,op_black_performance,combined_draw4,user_time_performance,op_time_performance,user_performace,op_performance,rating_diff,user_resign_perf,op_resign_perf,game_count_ratio
kamal_balaiannnnn,0.439,0.158,367.0,56.63,TIMFAKS,0.414,0.172,272.0,45.28,-1.0,1404.0,1209.0,192.0,2271.045348,2096.753871,2483.855,2417.569011,3.60475,0.0632,0.044376,1950.0,2592.0,-42.0,0.073313,0.069138,1.0
jenzetti,0.475,0.197,388.0,45.0,Amisree,0.516,0.242,381.0,78.88,-1.0,1448.3333333333333,1509.6666666666667,-57.0,2946.407366,1776.86642,3053.9402959999998,1941.9363839999999,1.991,0.06895,0.08590999999999999,2352.0,2352.0,5.0,0.0,0.14964,1.0
hermar,0.525,0.203,379.0,49.82,Rufusikik9999,0.435,0.21,410.0,46.78,-1.0,1619.3333333333333,1706.6666666666667,-105.0,2131.15,2021.5948799999999,2235.607452,2456.2830599999998,5.92625,0.029435,0.0819,1692.0,2907.0,6.0,0.25777500000000003,0.17704499999999998,1.0
HakobN,0.636,0.167,277.0,46.15,NikolaDubovik,0.31,0.293,253.0,47.09,1.0,2702.3333333333335,2703.6666666666665,-72.0,2876.0062500000004,1730.73491,2332.7396400000002,1384.2726559999999,9.21475,0.018537,0.012013,1961.0,2193.0,291.0,0.282384,0.22133999999999998,1.0
Castillo123458789102,0.375,0.208,329.0,52.74,Bauti_Bomben,0.302,0.333,358.0,45.23,-1.0,1594.0,1213.6666666666667,596.0,1517.85,1711.5321599999997,2567.3207039999998,2566.240092,8.01825,0.04908799999999999,0.046952999999999995,1344.0,2925.0,-6.0,0.15675,0.165194,1.0
anacondaismypet,0.627,0.194,448.0,46.97,LomakinaGV,0.618,0.279,413.0,45.06,1.0,2306.0,2349.0,-44.0,2317.885848,1970.2637440000003,2585.005669,1873.06077,5.62,0.06596,0.03822300000000001,1872.0,2576.0,110.0,0.33858000000000005,0.39984600000000003,1.0
Julio2019,0.211,0.605,290.0,45.05,Remigio2023,0.328,0.391,282.0,45.03,-1.0,2445.0,2343.3333333333335,162.0,1413.703125,1105.2425700000001,3751.96679,3229.216146,4.4247499999999995,0.197835,0.032062,1300.0,3212.0,-296.0,0.11773800000000001,0.146616,1.0
kapri8,0.529,0.132,449.0,45.3,ufyljybot,0.518,0.196,495.0,45.08,0.0,1941.6666666666667,1326.3333333333333,619.0,2521.0880030000003,2534.426986,1970.360964,1828.1269249999998,5.66575,0.061512000000000004,0.003724,2623.0,1776.0,-153.0,0.21001300000000003,0.441336,1.0
Deku5855,0.367,0.367,367.0,98.6,Se1co,0.5,0.14,490.0,59.36,-1.0,856.0,878.0,-39.0,3177.221936,2177.4,2419.359375,1561.2841529999998,3.63025,0.005138,0.02478,2200.0,2394.0,24.0,0.149002,0.105,1.0
aissik,0.491,0.175,290.0,45.02,vladimir_novosibirsk,0.448,0.179,395.0,45.11,1.0,1640.3333333333333,1682.3333333333333,-72.0,1873.521936,2041.3125,2494.9304939999997,2831.155972,4.033,0.032375,0.0,1938.0,2592.0,-49.0,0.254829,0.25311999999999996,1.0
Dyokoro,0.446,0.232,248.0,45.25,cadencedepleutre,0.441,0.254,216.0,45.12,-1.0,2201.6666666666665,1964.0,234.0,2411.2021919999997,2177.4,2414.146462,2418.759486,2.8099999999999996,0.010904,0.047752,2184.0,2100.0,12.0,0.369288,0.0,1.0
CG1974,0.356,0.203,390.0,45.15,Guillermodc,0.482,0.179,413.0,45.02,-1.0,1481.0,1458.0,15.0,2653.494693,1972.7934239999997,2660.6405139999997,1810.62154,4.80675,0.059885,0.07786499999999999,2244.0,2420.0,17.0,0.058384,0.124356,1.0
EhsanSarayloo,0.44,0.32,433.0,49.58,DAS_2013,0.672,0.156,386.0,46.91,-1.0,2427.0,2394.3333333333335,-7.0,1850.8784240000002,1309.5375,2614.1019840000004,2617.639926,9.13575,0.07168000000000001,0.021995999999999998,1800.0,2200.0,-183.0,0.09856000000000001,0.504,1.0
C_rOPb1,0.422,0.281,226.0,45.25,duanra92,0.587,0.206,216.0,45.14,-1.0,1607.3333333333333,1663.0,-59.0,2213.1,2291.66875,2222.2000000000003,2295.0820200000003,4.7955000000000005,0.020513,0.022042,1938.0,2451.0,-33.0,0.31439,0.356309,1.0
CooperPears,0.396,0.042,459.0,134.74,diaasc,0.551,0.145,490.0,116.75,-1.0,1336.6666666666667,1295.3333333333333,3.0,1808.051116,1443.683633,3490.186568,3125.0249999999996,2.01025,0.016632,0.030884999999999996,1938.0,2989.0,-69.0,0.186912,0.381843,1.0
Hatkekhel,0.529,0.235,381.0,83.44,d0216ka,0.35,0.183,236.0,45.14,-1.0,2202.0,1419.0,931.0,2473.978125,1639.3600000000001,3001.2683479999996,2234.375,3.1915,0.029845,0.037697999999999995,2475.0,2156.0,-223.0,0.36130700000000004,0.13369999999999999,1.0
miwanyat_ko11,0.583,0.25,316.0,45.28,NATA15SR,0.649,0.07,355.0,47.67,-1.0,1598.6666666666667,1612.6666666666667,129.0,1846.59375,2167.26424,1867.201556,2500.0,8.47575,0.0625,0.007000000000000001,1568.0,2208.0,9.0,0.12359599999999998,0.35695000000000005,1.0
Triple_J,0.547,0.297,260.0,45.32,NDOLAONE,0.645,0.258,287.0,45.06,-1.0,2606.6666666666665,2687.3333333333335,-114.0,2293.3624999999997,1660.190112,1886.569503,1995.9650199999999,10.8325,0.07425,0.026316,1728.0,1938.0,-50.0,0.079862,0.51342,1.0
MaZZaY,0.611,0.148,586.0,45.02,MOHAMEDDEGHIDY,0.541,0.213,572.0,45.14,-1.0,1944.0,1576.0,399.0,2469.130864,1488.0215400000002,3272.627003,1995.454195,4.39725,0.036407999999999996,0.09222899999999999,2208.0,2352.0,-26.0,0.096538,0.26671300000000003,1.0
MaZZaY,0.611,0.148,586.0,45.02,MOHAMEDDEGHIDY,0.541,0.213,572.0,45.14,1.0,1944.0,1576.0,399.0,2469.130864,1488.0215400000002,3272.627003,1995.454195,4.39725,0.036407999999999996,0.09222899999999999,2208.0,2352.0,-26.0,0.096538,0.26671300000000003,1.0
M5ntis,0.5,0.183,515.0,50.86,sisyphe1957,0.6,0.08,548.0,46.94,-1.0,1681.0,1726.6666666666667,-40.0,2656.25,2792.1169919999998,1831.936404,2116.93125,2.798,0.028364999999999998,0.018080000000000002,2968.0,1845.0,92.0,0.4015,0.36779999999999996,1.0
Monarchist1,0.435,0.5,269.0,45.02,Argysh,0.597,0.164,277.0,45.09,1.0,2748.3333333333335,2567.3333333333335,181.0,2227.331106,942.1254480000001,3993.8629800000003,2078.8511519999997,6.4195,0.3175,0.02378,1480.0,2744.0,-135.0,0.13398,0.37193099999999996,1.0
muhammetburakay,0.54,0.143,256.0,45.01,El3men2GMObregon,0.389,0.093,372.0,45.29,-1.0,1587.0,1653.3333333333333,84.0,2338.688256,2654.187822,1896.936534,2245.421976,4.372,0.034606,0.003069,2679.0,1932.0,-55.0,0.26136000000000004,0.226787,1.0
nadaches,0.544,0.281,416.0,45.12,A_Gindinson,0.5,0.207,487.0,45.08,1.0,2391.3333333333335,2341.6666666666665,66.0,2820.507326,1612.92957,2494.611129,1912.065055,6.49425,0.079523,0.007038,2300.0,1932.0,48.0,0.3264,0.4405,1.0
WeakSlowandTerrible,0.53,0.136,234.0,45.42,TheGuyver,0.362,0.397,243.0,45.3,1.0,2007.0,2042.0,-19.0,3016.157742,2266.201392,2422.460586,1814.5145160000002,2.79825,0.011016000000000001,0.08376700000000001,1935.0,2600.0,35.0,0.17967000000000002,0.27294799999999997,1.0
Laut18,0.516,0.161,523.0,45.03,pojminka,0.576,0.102,587.0,45.77,-1.0,1374.0,1439.0,-66.0,2707.5663670000004,2157.75,2380.95,2147.020148,3.1814999999999998,0.02898,0.008466,2116.0,2500.0,76.0,0.0,0.297792,1.0
SenyaExs27,0.607,0.125,241.0,45.08,Dejan_Sevilla,0.683,0.1,326.0,45.03,1.0,2345.3333333333335,2412.0,-73.0,1935.464977,2293.888172,2211.977112,2619.05,4.8004999999999995,0.07625,0.017499999999999998,2021.0,2538.0,61.0,0.226411,0.49859000000000003,1.0
mojojojaab,0.55,0.283,222.0,46.7,floatingonclouds,0.4,0.46,251.0,48.71,1.0,1907.6666666666667,1844.0,-38.0,2662.00242,2585.6625,1796.9,1896.936534,5.204999999999999,0.041034999999999995,0.01564,2940.0,1440.0,18.0,0.18315000000000003,0.124,1.3333333333333333
TSrog,0.217,0.233,250.0,45.01,areleaf102,0.403,0.355,201.0,45.21,-1.0,1187.3333333333333,1167.3333333333333,25.0,2355.7625,2360.655,2524.61,2230.75,2.35675,0.022601000000000003,0.12424999999999999,2340.0,2303.0,-38.0,0.136493,0.0403,1.0
Forgeek,0.408,0.183,294.0,45.04,naamiswaan,0.507,0.11,295.0,45.2,1.0,1507.6666666666667,1241.6666666666667,347.0,2203.384665,2111.436217,2785.929912,1977.380226,2.8405,0.0,0.00649,2530.0,2091.0,5.0,0.306,0.377715,1.0
SuperKoolKat,0.488,0.256,420.0,50.59,houcemlaw,0.317,0.167,262.0,47.23,1.0,998.3333333333334,1034.0,-12.0,1845.235238,1919.172073,3011.718618,2651.8050000000003,2.5962500000000004,0.20736000000000002,0.078657,2050.0,2548.0,72.0,0.04636,0.07925,1.0
coburg,0.525,0.18,256.0,45.35,RohitGuruKhel,0.531,0.297,353.0,45.76,-1.0,1855.3333333333333,1836.3333333333333,38.0,2653.494693,1904.7365080000002,2826.897808,2096.75,2.79725,0.0030600000000000002,0.054351,2450.0,2156.0,-4.0,0.3801,0.336123,1.0
vahid0162,0.359,0.297,247.0,45.01,amatotoca,0.426,0.328,275.0,45.05,-1.0,1524.3333333333333,1894.6666666666667,-550.0,2741.95,2328.021164,2557.353792,2029.1088450000002,1.6065,0.143748,0.133496,2322.0,2205.0,86.0,0.034823,0.021726,1.0
vahid0162,0.359,0.297,247.0,45.01,amatotoca,0.426,0.328,275.0,45.05,1.0,1524.3333333333333,1894.6666666666667,-550.0,2741.95,2328.021164,2557.353792,2029.1088450000002,1.6065,0.143748,0.133496,2322.0,2205.0,86.0,0.034823,0.021726,1.0
Inkurushio,0.537,0.194,391.0,45.04,Ants_Paradise,0.474,0.316,292.0,51.67,1.0,2463.3333333333335,2539.3333333333335,-79.0,1290.325,1388.8999999999999,2585.0124149999997,2845.583295,6.77175,0.041516,0.10744000000000001,1200.0,2814.0,-27.0,0.191709,0.2844,1.0
chessToxico,0.597,0.323,268.0,45.22,cmc8d3,0.667,0.167,266.0,47.33,-1.0,2538.0,2650.0,-166.0,3542.41741,1810.62154,2164.3911550000003,1219.4762409999998,8.0195,0.049096,0.015531000000000001,2703.0,1672.0,-9.0,0.361782,0.308821,1.0
chavete,0.619,0.079,363.0,125.69,branka_m,0.561,0.228,388.0,45.1,1.0,1880.6666666666667,1835.3333333333333,32.0,2557.976512,2331.546188,2490.2391359999997,1905.2522680000002,3.5912499999999996,0.012956,0.041724,2700.0,2024.0,-3.0,0.35530599999999996,0.36465000000000003,1.0
Bunnny_123,0.642,0.151,189.0,47.42,jaimem1967,0.468,0.226,275.0,45.11,-1.0,2310.6666666666665,1741.0,532.0,1764.679832,2334.4923599999997,2139.208404,3104.580392,3.6929999999999996,0.0604,0.00678,2016.0,2793.0,-20.0,0.213786,0.382824,1.0
Will_Rock,0.625,0.188,320.0,45.02,sonthoha0112,0.579,0.333,291.0,45.48,-1.0,1819.0,1974.3333333333333,-172.0,2747.854879,2500.0,2343.75,1962.01707,2.3685,0.005828,0.022644000000000004,1989.0,2576.0,2.0,0.46875,0.461463,1.0
nijamdeen,0.323,0.355,229.0,45.11,MasterGadol,0.552,0.194,219.0,46.33,-1.0,1430.0,1320.6666666666667,120.0,1996.840625,2049.2000000000003,2704.9,2341.1124999999997,4.487,0.03479,0.023086,1961.0,2120.0,-157.0,0.18378699999999998,0.19651200000000002,1.0
don13055,0.594,0.125,335.0,49.16,Nikolaibis,0.581,0.113,408.0,45.7,1.0,1670.0,1787.6666666666667,-179.0,2704.94532,1922.084772,2921.6062500000003,1776.814384,3.6494999999999997,0.0625,0.005763,2809.0,1935.0,55.0,0.22275,0.324779,1.0
zizaca,0.422,0.266,232.0,45.02,MechantChien,0.5,0.333,234.0,58.11,-1.0,2100.3333333333335,1876.3333333333333,231.0,2889.86838,2528.61462,2185.25692,1738.4744520000002,2.79075,0.039634,0.097569,1175.0,3750.0,-5.0,0.327472,0.233,8.333333333333334
ALVINEGHAANTOBOLO,0.321,0.375,221.0,101.26,Cubuklu11,0.339,0.306,213.0,52.91,-1.0,1897.6666666666667,1873.3333333333333,16.0,1830.806313,2424.995124,2323.341747,2828.24899,3.2395,0.10799999999999998,0.061200000000000004,1763.0,2915.0,-199.0,0.08699100000000001,0.15119400000000002,1.0
frtts,0.446,0.143,198.0,46.82,iAmRe7,0.5,0.183,277.0,48.49,1.0,1719.0,1525.6666666666667,313.0,2292.79612,2263.253538,2317.885848,2380.963492,3.2067499999999995,0.020162999999999997,0.008784,2300.0,2160.0,117.0,0.243962,0.3305,1.0
ismeblack,0.476,0.27,257.0,45.74,Andrei1966,0.439,0.298,290.0,45.0,-1.0,2538.0,2237.6666666666665,267.0,2581.35108,2500.0,1975.79375,1962.0219359999996,5.2052499999999995,0.09855,0.05513,2254.0,2162.0,15.0,0.211344,0.22784100000000002,1.0
VARSITY11,0.563,0.225,399.0,46.47,iam_not_real,0.7,0.15,245.0,70.62,-1.0,2378.3333333333335,2463.0,-40.0,1576.925,1250.0,3375.0,2538.45625,2.8125,0.0,0.07935,1512.0,2706.0,-150.0,0.24152699999999996,0.24709999999999996,1.5873015873015872
muttonhead,0.593,0.153,289.0,45.82,espadadura,0.627,0.136,314.0,45.28,1.0,1622.0,1637.3333333333333,40.0,3305.1000000000004,1408.328316,3156.98922,1382.3784959999998,4.76425,0.0,0.0023120000000000003,2295.0,2392.0,17.0,0.286419,0.3762,1.0
iuloiannace,0.426,0.246,190.0,45.01,Russo15,0.344,0.377,270.0,45.02,-1.0,1525.3333333333333,1515.3333333333333,18.0,2467.075356,2307.177344,2407.2,2149.9796560000004,2.8114999999999997,0.11512800000000001,0.0,2160.0,2499.0,65.0,0.054954,0.215688,1.0
DaveLee23,0.632,0.221,604.0,49.24,soumer22,0.414,0.293,647.0,45.94,1.0,2017.6666666666667,1935.6666666666667,84.0,2550.131512,2827.63125,1633.0974800000001,2177.99274,4.40475,0.089063,0.114856,2808.0,1806.0,86.0,0.081528,0.17056799999999997,1.0
lost_inchess,0.689,0.178,367.0,51.97,A_Menshikov,0.683,0.206,366.0,47.16,0.0,2510.6666666666665,2524.6666666666665,-9.0,1831.5219780000002,1290.32043,3198.965484,2324.776752,8.00175,0.019757999999999998,0.036256,1620.0,2800.0,-45.0,0.5615349999999999,0.45214600000000005,1.0
jospablos,0.333,0.137,389.0,47.52,jes-sus,0.25,0.196,415.0,45.19,-1.0,1017.3333333333334,1325.3333333333333,-396.0,1965.721875,2276.907104,2232.62446,2872.978125,2.8297499999999998,0.040004,0.07173600000000001,2300.0,2544.0,-53.0,0.143523,0.0915,1.0
Aspratango,0.436,0.205,373.0,50.44,GodBlessUsAll,0.414,0.31,259.0,45.0,1.0,1991.0,2178.0,-187.0,1846.1482049999997,1380.922143,3366.055119,2909.6564550000003,1.6420000000000001,0.01886,0.0961,1836.0,2925.0,-121.0,0.1744,0.14282999999999998,1.0
Ersuizo,0.581,0.161,382.0,45.09,rgreenofevanston,0.755,0.189,373.0,45.05,-1.0,1977.0,2178.3333333333335,-350.0,2538.32734,2232.140625,1944.4250000000002,1916.9856160000002,7.19025,0.026887,0.036477,1656.0,2508.0,-11.0,0.40669999999999995,0.44998,1.0
Proof_07,0.611,0.093,440.0,45.09,AmrFahmy1976,0.611,0.139,514.0,46.14,-1.0,1730.3333333333333,2181.3333333333335,-477.0,2306.53125,1332.6206240000001,3807.4762560000004,2698.4312499999996,0.813,0.008928,0.023769000000000005,1677.0,3416.0,-18.0,0.42281199999999997,0.419146,1.0
distributor_kopi,0.346,0.365,286.0,48.91,Kursi_Berjalan,0.292,0.389,286.0,60.14,-1.0,2303.3333333333335,2201.3333333333335,108.0,1612.121875,1306.1818349999999,3196.7304599999998,2946.43125,6.0177499999999995,0.049640000000000004,0.057961,864.0,3720.0,-214.0,0.10206999999999998,0.0,1.0
OpexoB,0.525,0.115,207.0,45.02,YusufShoyimov,0.356,0.169,250.0,45.21,1.0,2222.0,1871.6666666666667,610.0,2619.577344,2321.940258,2394.485676,2221.7000000000003,1.62,0.041285,0.013689000000000002,2550.0,2352.0,16.0,0.2625,0.15486,1.0
HWS,0.571,0.265,388.0,45.58,TJmore,0.532,0.161,281.0,45.03,1.0,1577.0,2092.6666666666665,-506.0,2631.04128,1353.11949,3851.1610199999996,2142.159375,1.2035,0.008480000000000001,0.078246,1932.0,2968.0,97.0,0.37743099999999996,0.14364000000000002,1.0
jamiloz,0.667,0.167,278.0,51.6,Carl_Tap,0.422,0.266,398.0,45.2,-1.0,1391.0,1360.6666666666667,82.0,1767.284766,465.03310999999997,4787.959598,2698.960336,3.8104999999999998,0.087675,0.0,988.0,3431.0,-126.0,0.14674,0.0422,0.71
dimanchyck,0.519,0.234,335.0,45.76,topulko2301,0.341,0.364,284.0,45.1,1.0,2465.3333333333335,2554.3333333333335,-73.0,3554.7200000000003,4025.2256240000006,819.6636820000001,989.59375,7.577,0.07605,0.033124,3660.0,1044.0,387.0,0.182169,0.216876,0.93
dkhrisanov,0.714,0.169,531.0,45.21,Ofekmeister,0.621,0.19,514.0,45.08,1.0,2149.6666666666665,2136.6666666666665,-11.0,3076.3361299999997,3329.864308,1638.916077,1763.671252,1.59375,0.0077740000000000005,0.01235,2915.0,1932.0,75.0,0.5819099999999999,0.526608,1.0
mcanosan,0.538,0.138,402.0,45.14,Capral-ru,0.451,0.216,356.0,45.09,1.0,1996.6666666666667,1756.0,301.0,3670.625,1850.8784240000002,2792.182734,1178.108904,4.392250000000001,0.02553,0.10065600000000001,2000.0,2640.0,-28.0,0.306122,0.163262,1.0
Olbarcrte,0.475,0.288,237.0,45.02,Rafa3436,0.5,0.226,242.0,45.02,1.0,2166.0,1896.3333333333333,325.0,2146.999101,2529.75,2301.6,2704.94532,1.59425,0.032544,0.02147,2550.0,2068.0,-1.0,0.27597499999999997,0.365,1.0
Ravi_teja_5495,0.538,0.077,405.0,61.64,myskontroll,0.375,0.344,218.0,54.81,-1.0,1677.0,1529.6666666666667,182.0,1935.464977,1920.1409370000001,2867.4228879999996,2703.540553,3.2002499999999996,0.005313,0.095976,1638.0,3192.0,-126.0,0.37122,0.20400000000000001,1.0
mitsi2000,0.492,0.19,295.0,45.16,ClearTheMind,0.463,0.194,288.0,46.94,1.0,2099.3333333333335,2164.3333333333335,-31.0,2782.6980160000003,1840.276256,2950.7999999999997,2075.907366,2.01,0.06327,0.06693,2760.0,1960.0,-24.0,0.189912,0.263447,1.0
RavshanbekTuraev,0.288,0.407,296.0,58.54,Semizers,0.312,0.281,260.0,48.52,-1.0,1834.3333333333333,1339.0,521.0,1956.480946,2014.1148439999997,2636.71875,2407.973018,4.84125,0.07692299999999999,0.09525900000000001,1880.0,2600.0,-43.0,0.0054719999999999994,0.030264,1.0
appleden,0.433,0.239,245.0,45.01,Breeze007,0.387,0.306,214.0,45.05,-1.0,1804.3333333333333,1610.0,204.0,2406.99032,2646.1882560000004,1837.2030240000001,2094.719516,4.39775,0.004063,0.05508,2392.0,2340.0,-33.0,0.23815000000000003,0.21672000000000002,1.0
Jeevakala_Aarush,0.322,0.203,285.0,58.11,Nathanb0707,0.333,0.254,378.0,45.1,1.0,1572.6666666666667,1614.0,-298.0,2066.700984,2087.53468,2539.7,2542.35,3.98475,0.022127,0.060452,2860.0,1936.0,-4.0,0.11109,0.105561,1.0
mbache,0.491,0.327,234.0,45.22,INTPmbti,0.6,0.1,287.0,67.87,-1.0,1695.0,2100.0,-351.0,3442.609836,1682.7125,3028.8374999999996,928.9852460000001,3.3120000000000003,0.017331,0.0057,2640.0,1760.0,59.0,0.33584400000000003,0.24839999999999998,3.5714285714285716
Arselidian,0.508,0.051,293.0,45.56,hadrbarshli,0.444,0.037,356.0,45.11,-1.0,1216.6666666666667,1681.6666666666667,-433.0,2196.1023529999998,2141.275416,2627.924584,2382.3450000000003,3.237,0.03213,0.001258,1739.0,3024.0,-84.0,0.088392,0.145632,1.0
som312,0.4,0.2,356.0,48.12,Anilkumarkalarikkal,0.293,0.121,342.0,45.39,1.0,1187.3333333333333,1087.0,92.0,2698.4312499999996,2704.94532,2221.01798,2013.8999999999999,1.97825,0.055400000000000005,0.027588,2915.0,1892.0,90.0,0.08000000000000002,0.030764999999999997,1.0
KakDamLesha,0.406,0.391,262.0,45.04,CaptureMyKing,0.433,0.233,214.0,45.85,1.0,1655.3333333333333,2195.0,-588.0,2688.1877879999997,2375.849616,2380.930722,1996.902765,2.78425,0.012512,0.03262,2500.0,2303.0,128.0,0.20949600000000002,0.326482,1.0
Oxyphenbutazone,0.377,0.426,286.0,45.35,mollusque1830,0.583,0.317,260.0,45.1,1.0,2645.6666666666665,2575.6666666666665,69.0,2529.75,1967.2422000000001,2094.123744,1941.9363839999999,7.2219999999999995,0.029394000000000003,0.047867,2496.0,2208.0,26.0,0.26013,0.472813,1.0
stokpeix,0.439,0.242,222.0,45.01,sashakam38,0.511,0.298,216.0,45.27,1.0,1718.6666666666667,1658.6666666666667,65.0,3377.80432,3031.36218,1751.505522,1672.78125,1.6775,0.047674,0.057513999999999996,2688.0,2050.0,67.0,0.24847399999999997,0.34952400000000006,1.0
stokpeix,0.439,0.242,222.0,45.01,sashakam38,0.511,0.298,216.0,45.27,-1.0,1718.6666666666667,1658.6666666666667,65.0,3377.80432,3031.36218,1751.505522,1672.78125,1.6775,0.047674,0.057513999999999996,2688.0,2050.0,67.0,0.24847399999999997,0.34952400000000006,1.0
VER_SUS,0.544,0.265,379.0,45.12,penjani,0.611,0.204,393.0,45.33,1.0,2228.0,2138.6666666666665,60.0,3538.36497,2414.7975539999998,2498.045121,1275.2093750000001,2.7785,0.05459,0.011628,2491.0,2150.0,42.0,0.384064,0.449696,1.0
Robin2o16,0.444,0.302,596.0,45.01,Nasri_Mustapha,0.464,0.25,543.0,45.03,-1.0,1576.6666666666667,2125.0,-761.0,2867.3491040000004,2178.6879160000003,2273.4383,1802.374296,2.7842499999999997,0.055869999999999996,0.0085,2850.0,2009.0,114.0,0.24597600000000003,0.235712,1.0
Amogh_Bhat,0.338,0.354,241.0,51.6,maia1,0.616,0.205,226.0,45.0,1.0,2541.0,1966.0,594.0,2435.7874229999998,1100.0,2979.288,1840.7622290000002,7.22725,0.0,0.012504999999999999,1804.0,2436.0,186.0,0.0,0.188496,1.9607843137254901
Amogh_Bhat,0.338,0.354,241.0,51.6,maia1,0.616,0.205,226.0,45.0,-1.0,2541.0,1966.0,594.0,2435.7874229999998,1100.0,2979.288,1840.7622290000002,7.22725,0.0,0.012504999999999999,1804.0,2436.0,186.0,0.0,0.188496,1.9607843137254901
EfeErGGani,0.462,0.4,289.0,45.03,jurojuro,0.5,0.312,242.0,45.03,1.0,2511.0,2629.0,-128.0,2268.59963,1507.95,2678.578125,1998.9161820000002,7.5912500000000005,0.0176,0.120432,1887.0,2295.0,72.0,0.400554,0.2895,1.0
ru_rublus,0.393,0.286,284.0,81.24,Alexandr2202,0.346,0.256,318.0,158.16,0.0,0.0,1106.6666666666667,-1118.0,1453.86,1561.525,3230.7599999999998,3338.463205,3.237,0.0,0.011519999999999999,1344.0,3185.0,-164.0,0.102966,0.251542,1.0
JanakiSD,0.7,0.033,338.0,64.21,angel-2210,0.513,0.154,298.0,61.61,1.0,2200.6666666666665,2234.6666666666665,12.0,3089.916988,2864.165247,1444.4188889999998,1365.096858,6.882000000000001,0.002112,0.013706,2576.0,1462.0,195.0,0.4396,0.375516,1.3043478260869565
julyloban,0.612,0.269,451.0,45.36,mitchell1959,0.614,0.281,422.0,45.09,-1.0,2429.0,2466.0,-23.0,2295.1,2142.8625,2023.796875,1824.4318349999999,8.03575,0.041426000000000004,0.11436700000000001,2499.0,1560.0,-48.0,0.411876,0.28428200000000003,1.0
CheeseandAbraham,0.383,0.383,274.0,45.46,Inspiregod,0.288,0.203,238.0,45.05,1.0,1506.0,1452.0,59.0,3063.741698,2039.5159210000002,2565.039386,1826.6878559999998,2.8099999999999996,0.197245,0.076937,2652.0,2208.0,58.0,0.052088,0.09446399999999999,1.0
Otto72,0.608,0.294,422.0,80.28,amarant,0.508,0.246,419.0,51.05,-1.0,2344.3333333333335,1882.3333333333333,541.0,1735.6365599999997,1905.2250000000001,2910.823488,3080.9608639999997,2.4005,0.062916,0.09225,1806.0,3024.0,-12.0,0.21705599999999997,0.268224,1.0
ilter33,0.462,0.077,254.0,62.86,Zzzazza,0.5,0.224,220.0,45.03,1.0,1918.6666666666667,2061.6666666666665,-138.0,3042.9829919999997,2377.022208,2223.401076,1921.125,2.36275,0.005929,0.17203200000000002,2756.0,1978.0,-58.0,0.327096,0.0445,1.0
Cuajo,0.431,0.31,287.0,45.66,JBengoa,0.517,0.2,226.0,45.03,-1.0,2452.3333333333335,2275.3333333333335,138.0,1856.148336,2788.031106,1930.35192,2959.551152,2.81625,0.03999,0.0984,2352.0,2068.0,43.0,0.250411,0.18043299999999998,1.0
Cuajo,0.431,0.31,287.0,45.66,JBengoa,0.517,0.2,226.0,45.03,1.0,2452.3333333333335,2275.3333333333335,138.0,1856.148336,2788.031106,1930.35192,2959.551152,2.81625,0.03999,0.0984,2352.0,2068.0,43.0,0.250411,0.18043299999999998,1.0
mkomes,0.441,0.305,266.0,46.63,gokayalp,0.39,0.373,248.0,45.06,-1.0,1491.6666666666667,1454.6666666666667,20.0,2604.1875,1967.2422000000001,2517.219778,1768.3745040000001,5.5889999999999995,0.07991,0.09175799999999999,2350.0,1980.0,-25.0,0.159201,0.08229,1.0
sia1985,0.516,0.219,253.0,45.24,gdebuhr,0.603,0.222,205.0,45.07,1.0,2232.0,2179.6666666666665,49.0,2337.37303,2008.921875,2460.3,2030.6618720000001,5.6080000000000005,0.020586,0.05949600000000001,2024.0,2025.0,-31.0,0.438084,0.398583,1.0
kingofsavoy,0.574,0.074,492.0,45.77,And-rew,0.475,0.082,526.0,147.46,-1.0,1498.3333333333333,1493.6666666666667,-30.0,2916.68125,1910.7038440000001,2786.9,1718.7161459999998,2.8747499999999997,0.024272,0.023288,1560.0,3360.0,-101.0,0.20778799999999997,0.2622,6.666666666666667
Aliazmatmadura,0.578,0.203,399.0,45.05,Joevick,0.646,0.262,425.0,45.28,-1.0,2439.6666666666665,2327.3333333333335,65.0,2211.978341,2375.8385559999997,2227.350384,2598.576344,2.8035,0.05075,0.045064,2550.0,2162.0,-29.0,0.289,0.378556,1.0
abouisrae,0.25,0.438,351.0,49.3,Abdellahelmaknasy,0.5,0.208,344.0,46.63,-1.0,2156.6666666666665,1978.6666666666667,159.0,783.787756,717.1875,3043.046875,3529.6958759999998,1.97225,0.047304,0.062192,702.0,3612.0,-217.0,0.07425,0.229,1.0
KAKAZANA007,0.492,0.292,391.0,45.61,Sixtotulio64,0.38,0.282,407.0,45.18,1.0,2261.0,2187.6666666666665,13.0,2489.592924,1773.7772739999998,2967.958302,2317.885848,1.9969999999999999,0.085848,0.038916,1680.0,2915.0,-107.0,0.231732,0.19,1.0
