user_id,user_resign_winrate,user_time_winrate,user_average_game_len,user_rating_deviation,op_id,op_resign_winrate,op_time_winrate,op_average_game_len,op_rating_deviation,game_result,op_average_best_win,user_average_best_win,best_average_win_diff,best_win_diff,user_white_performance,user_black_performance,op_white_performance,op_black_performance,draw_rate,combined_draw4,user_performace,op_performance,rating_diff,user_resign_perf,op_resign_perf,game_count_ratio
Benedictine,0.708,0.083,468.0,147.78,ArtDebut,0.694,0.222,509.0,86.01,-1.0,2031.6666666666667,2098.3333333333335,66.66666666666674,-77.0,2797.62061,2411.4394500000003,1586.464569,1468.25,11.0,5.6395,2343.0,1539.0,28.0,1.5899999999999999,1.5299999999999998,1.0
jamshid_th,0.433,0.418,455.0,45.17,bassamnaji,0.638,0.19,373.0,45.04,1.0,2391.0,2303.6666666666665,87.33333333333348,101.0,3146.0121,2328.591482,2419.359375,1602.943742,6.0,2.8104999999999998,2408.0,2173.0,23.0,1.011,1.008,1.0
Shtirlic007,0.517,0.224,243.0,45.08,antichess365,0.586,0.171,265.0,45.06,-1.0,1980.0,2001.3333333333333,21.333333333333258,10.0,1472.882992,2282.237244,2459.015625,3309.44375,7.0,3.202,2450.0,2208.0,-29.0,0.7170000000000001,1.024,1.0
Kombat-Wombat,0.509,0.105,281.0,45.0,bulldox,0.415,0.132,457.0,45.22,1.0,1599.3333333333333,1752.0,152.66666666666674,-155.0,2063.45361,2857.14639,1966.2357399999999,2672.8480799999998,5.0,1.9969999999999999,2322.0,2365.0,2.0,0.509,1.165,1.0
gls22,0.623,0.164,294.0,45.79,Pudgina,0.69,0.121,429.0,45.03,-1.0,2143.0,2041.0,102.0,114.0,2301.5777279999998,2607.089212,2115.307192,2209.792634,6.0,3.5915,2303.0,2400.0,14.0,1.274,1.504,1.0
EQsaa,0.731,0.115,346.0,71.42,Chessman0023,0.487,0.205,326.0,58.25,1.0,1529.6666666666667,1684.6666666666667,155.0,-166.0,1770.260346,1938.764966,2585.035034,2675.04642,7.0,5.42,1848.0,2862.0,-1.0,1.028,1.173,1.0
PatrickPHLF,0.406,0.188,302.0,46.4,RajaBasak786,0.515,0.197,330.0,45.21,1.0,1362.0,1274.3333333333333,87.66666666666674,273.0,2450.0992319999996,2580.6350230000003,2350.2350229999997,2293.907834,2.0,1.197,2156.0,2754.0,-63.0,0.897,1.351,1.0
johnrexferolino13,0.446,0.375,274.0,45.01,afe66SS,0.426,0.23,207.0,46.33,-1.0,1939.0,2081.0,142.0,-136.0,1779.17663,2671.603074,2010.9378339999998,2803.05,6.0,3.9677499999999997,3621.0,1204.0,24.0,1.184,0.829,4.761904761904762
Optimistic243,0.435,0.242,256.0,45.47,moon_er,0.404,0.193,272.0,45.08,1.0,1823.0,2077.6666666666665,254.66666666666652,-260.0,1718.7279999999998,1769.153552,2435.102015,3006.2239999999997,10.0,3.7535,1880.0,2530.0,-117.0,1.046,0.771,1.8518518518518519
MEM10,0.617,0.167,451.0,47.65,literabit4477,0.807,0.123,437.0,45.04,-1.0,2072.6666666666665,2062.6666666666665,10.0,298.0,3024.030096,1885.25,2830.6335520000002,1812.484375,4.0,2.40275,2162.0,2650.0,138.0,1.4609999999999999,1.585,1.0
towertoppler,0.517,0.233,553.0,45.38,duxi90,0.475,0.197,561.0,45.0,1.0,1186.0,1244.3333333333333,58.33333333333326,-50.0,2741.19484,1840.8,2658.639844,1881.2475680000002,9.0,4.7835,2350.0,2205.0,20.0,0.89,0.958,1.0
chantaman,0.551,0.327,454.0,53.38,sfos5,0.398,0.169,397.0,45.33,-1.0,1532.6666666666667,1388.0,144.66666666666674,142.0,1388.6071359999999,959.4017819999999,4158.41716,3645.12324,7.0,2.8035,1610.0,3120.0,-67.0,1.1560000000000001,0.7270000000000001,1.0
DemidPoletaev,0.538,0.154,542.0,85.75,four_times,0.517,0.138,437.0,47.91,1.0,1658.6666666666667,1403.0,255.66666666666674,300.0,2333.35,1876.42686,2683.5227240000004,2265.609375,8.0,4.00475,1974.0,2640.0,-173.0,0.982,0.92,1.0
Gamerhajaja,0.517,0.069,177.0,48.7,giocobon,0.254,0.164,314.0,45.06,-1.0,2022.3333333333333,2015.0,7.3333333333332575,-17.0,2247.344352,2071.740744,2887.0203610000003,2488.111296,4.0,1.66625,1892.0,2968.0,-7.0,0.672,0.825,1.0
kacroe,0.387,0.242,248.0,45.0,Algaja_1,0.509,0.182,213.0,45.02,-1.0,2348.3333333333335,1893.6666666666667,454.66666666666674,491.0,2494.330839,2663.901769,1961.4676900000002,2191.9978079999996,9.0,3.6035,2350.0,2193.0,-38.0,1.233,1.085,1.0
noriii46,0.517,0.15,228.0,45.04,MennanOkan,0.424,0.186,225.0,45.17,-1.0,1483.3333333333333,1258.0,225.33333333333326,271.0,2578.760586,2258.05,2258.076129,2346.732552,11.0,2.83075,2332.0,2107.0,-53.0,0.866,0.85,1.0
DrMartins,0.478,0.159,316.0,45.09,Aboabdulrahman123456,0.411,0.219,320.0,45.03,1.0,1455.3333333333333,1642.3333333333333,187.0,-273.0,2223.565144,2185.809153,2486.3274589999996,2375.01875,6.0,2.38925,2496.0,2205.0,61.0,0.938,1.123,1.0
Pesot,0.516,0.242,217.0,45.01,kudaliar81,0.5,0.212,262.0,45.0,1.0,2226.6666666666665,2225.3333333333335,1.3333333333330302,-14.0,2263.854879,2016.107006,2704.098488,2263.854879,7.0,3.6045,1632.0,3038.0,-75.0,1.0350000000000001,1.229,1.0
Garrpp,0.667,0.158,282.0,46.4,sprendediser_the_3rd,0.561,0.318,296.0,45.69,-1.0,2520.6666666666665,2715.3333333333335,194.66666666666697,-220.0,2534.559447,1474.65745,3195.102765,1728.115284,12.0,6.41975,1568.0,2790.0,104.0,1.223,0.929,1.0
saftfert,0.618,0.218,366.0,45.0,Vilchi,0.483,0.25,346.0,45.03,1.0,1853.6666666666667,1876.0,22.333333333333258,-25.0,2014.8580150000003,2132.243598,2224.8646559999997,2461.55,13.0,6.022,2256.0,2112.0,-11.0,1.347,1.286,1.0
anas77zoro,0.421,0.228,211.0,48.08,AcaMaty,0.509,0.255,244.0,45.61,-1.0,1783.0,1625.3333333333333,157.66666666666674,197.0,1772.904249,2728.4945159999997,1887.065484,2549.434945,7.0,5.2212499999999995,2150.0,2499.0,-55.0,1.05,1.271,1.0
NoorNet,0.542,0.208,262.0,45.18,Steen_24,0.476,0.19,371.0,45.02,-1.0,1628.0,1820.6666666666667,192.66666666666674,-210.0,1753.5890399999998,1997.93923,2809.591155,2743.769161,9.0,3.58425,2058.0,2496.0,-41.0,0.6900000000000001,1.056,1.0
NoorNet,0.542,0.208,262.0,45.18,Steen_24,0.476,0.19,371.0,45.02,1.0,1628.0,1820.6666666666667,192.66666666666674,-210.0,1753.5890399999998,1997.93923,2809.591155,2743.769161,9.0,3.58425,2058.0,2496.0,-41.0,0.6900000000000001,1.056,1.0
jmmanque,0.521,0.292,208.0,46.59,kaya_king_karl,0.484,0.297,224.0,45.04,-1.0,1984.0,1770.6666666666667,213.33333333333326,217.0,2302.75584,1314.071824,3696.152408,2351.41875,5.0,2.8495,2112.0,2650.0,-126.0,1.159,1.279,1.0
Isibelen_23,0.0,0.222,169.0,106.02,Gaspar_CG,0.25,0.194,276.0,48.11,-1.0,2073.6666666666665,0.0,2073.6666666666665,2094.0,465.62994699999996,576.0633640000001,2649.7688940000003,2243.393201,10.0,5.47925,648.0,2040.0,-497.0,0.143,0.523,1.0
Horriblexxx,0.468,0.161,265.0,45.0,bossmikella,0.404,0.191,251.0,45.08,1.0,2202.3333333333335,2626.3333333333335,424.0,-411.0,3278.6939110000003,2449.64622,2056.46875,1137.151184,5.0,6.434499999999999,3304.0,1558.0,467.0,0.857,0.593,1.0
KazakhMentality,0.464,0.246,265.0,45.14,NaytiVyhkod,0.609,0.065,336.0,53.23,1.0,1909.3333333333333,1985.6666666666667,76.33333333333348,-50.0,3746.12154,2910.0788359999997,2116.3788360000003,983.342872,7.0,3.62925,4092.0,986.0,165.0,0.931,1.197,0.81
kofiBBBB,0.406,0.172,238.0,127.63,vlh,0.536,0.304,249.0,93.92,-1.0,1991.3333333333333,1873.3333333333333,118.0,146.0,2313.4875,1405.1217800000002,3226.66344,2192.53125,7.0,4.4035,1064.0,4030.0,-149.0,1.05,1.143,1.0
boisx,0.324,0.239,229.0,45.03,vimpostor,0.46,0.286,267.0,45.01,-1.0,1392.0,1557.6666666666667,165.66666666666674,-165.0,3032.759708,2351.474744,2420.600256,1864.76875,8.0,1.5815000000000001,1935.0,2703.0,44.0,0.477,0.875,1.0
luuizct,0.462,0.262,233.0,45.68,Mitrofanov1954,0.456,0.316,263.0,45.33,1.0,2018.6666666666667,1792.0,226.66666666666674,200.0,2703.561444,2375.8385559999997,2150.521659,2004.601536,9.0,4.013249999999999,2499.0,2068.0,-10.0,0.888,0.9299999999999999,1.0
shinobi_as,0.349,0.381,238.0,45.38,MarcoeSabrina,0.37,0.37,346.0,45.36,1.0,1085.6666666666667,1188.0,102.33333333333326,-92.0,3017.399206,2624.303598,1904.76,1528.519206,12.0,5.1899999999999995,2565.0,1716.0,60.0,0.563,0.956,1.0
Sikamaruuu,0.455,0.364,206.0,52.48,THEREALWATCHER61,0.434,0.038,284.0,45.15,1.0,1565.6666666666667,1650.0,84.33333333333326,-82.0,2826.897808,2174.81436,2434.97513,1972.7934239999997,6.0,1.59375,2021.0,2704.0,48.0,0.538,1.01,1.0
dresch1,0.588,0.118,338.0,45.63,Elwero7,0.491,0.226,370.0,45.51,1.0,1827.6666666666667,1664.3333333333333,163.33333333333348,166.0,2423.7871,2081.190999,2622.2734649999998,2267.605669,6.0,2.00325,1681.0,3080.0,-28.0,1.037,1.185,1.0
Farriandub,0.483,0.172,280.0,46.13,Wtfnewby,0.567,0.194,308.0,45.17,-1.0,1409.6666666666667,1373.6666666666667,36.0,60.0,2803.828632,1196.396712,3638.059538,2136.829904,6.0,2.7535,2000.0,2700.0,-36.0,1.15,1.224,1.0
Balticfjord,0.433,0.233,533.0,46.12,Goldekapp,0.593,0.222,659.0,46.2,1.0,1941.3333333333333,2026.3333333333333,85.0,-166.0,2411.2021919999997,2338.7,2029.1088450000002,2186.9114640000003,11.0,5.209999999999999,2550.0,1890.0,16.0,0.917,1.38,0.66
childrenofthesun,0.639,0.115,293.0,85.19,eavr,0.31,0.414,273.0,45.02,-1.0,1809.6666666666667,1723.3333333333333,86.33333333333348,-75.0,2460.3,2230.745608,2143.911588,2378.273598,3.0,4.002,3268.0,1242.0,-89.0,0.639,0.966,0.51
SadEchidna,0.554,0.196,180.0,45.01,Sadykov_Arthur,0.5,0.304,231.0,45.84,-1.0,1682.0,1686.6666666666667,4.6666666666667425,10.0,1866.336636,2301.6,1984.133538,2619.038556,9.0,6.4005,2499.0,2068.0,7.0,1.1920000000000002,1.2970000000000002,1.0
sinabamarao,0.375,0.312,274.0,45.01,erdalsarac,0.361,0.213,213.0,45.17,-1.0,1428.0,1665.0,237.0,-435.0,2366.7875,1434.4312499999999,3396.49375,2351.41875,3.0,2.792,2064.0,2800.0,81.0,0.736,0.594,1.0
Dimarco42,0.594,0.174,277.0,45.25,mnmassari,0.484,0.29,266.0,45.0,0.0,2532.6666666666665,2360.3333333333335,172.33333333333303,190.0,2604.1875,2247.521576,2221.06367,1540.1995040000002,13.0,6.741499999999999,2115.0,2254.0,29.0,1.176,0.761,1.0
IngoC1968,0.431,0.215,580.0,45.28,yabanarisi,0.525,0.186,429.0,45.13,1.0,2095.3333333333335,1767.3333333333333,328.0000000000002,321.0,3538.246448,1947.1449520000003,3028.8374999999996,1508.1999999999998,5.0,1.217,3136.0,1681.0,89.0,1.134,0.881,1.0
bort89,0.455,0.236,284.0,57.8,tangerinerains,0.509,0.158,281.0,45.02,1.0,2186.3333333333335,1966.3333333333333,220.00000000000023,331.0,2373.634945,2333.333387,2338.688871,2393.1858119999997,8.0,2.39425,2376.0,2205.0,-202.0,0.933,1.155,1.0
OKROILKO1,0.574,0.185,439.0,45.04,Jakup0605,0.545,0.109,347.0,45.04,-1.0,2130.6666666666665,2245.3333333333335,114.66666666666697,-88.0,2310.09667,2267.569161,2421.2304360000003,1997.93923,11.0,4.41,1890.0,2600.0,-31.0,1.2610000000000001,1.053,1.0
Dharmz,0.353,0.275,262.0,45.07,talshyn_05,0.367,0.306,240.0,45.22,-1.0,1970.6666666666667,1689.0,281.66666666666674,342.0,2142.897272,1903.7381280000002,2379.702168,2023.796875,13.0,7.1819999999999995,1748.0,2652.0,59.0,0.385,0.938,1.0
LightGreyMatter,0.617,0.15,293.0,46.21,WilburWr,0.481,0.167,392.0,45.01,1.0,1792.6666666666667,2016.6666666666667,224.0,-233.0,3336.8625,1925.0107799999998,2712.395082,1514.8249999999998,4.0,3.206,2688.0,2107.0,-13.0,1.005,1.2349999999999999,1.0
Matizogro,0.317,0.217,254.0,45.1,nene25,0.559,0.136,249.0,46.2,1.0,1821.3333333333333,1826.3333333333333,5.0,-7.0,2621.630722,1720.4272400000002,2301.6,1863.7591400000001,11.0,8.007,2585.0,1880.0,-44.0,0.746,1.05,1.0
Ah35,0.492,0.046,235.0,45.05,imbirik,0.6,0.2,257.0,45.03,-1.0,1740.6666666666667,1966.6666666666667,226.0,-225.0,2531.770821,1732.5966640000001,2905.550121,2055.202786,7.0,4.02725,2340.0,2268.0,-33.0,0.767,0.9390000000000001,1.0
redpanther02,0.549,0.216,383.0,45.12,TomasLima,0.561,0.228,369.0,45.0,-1.0,2219.3333333333335,2179.0,40.333333333333485,-10.0,2822.6,1662.8872259999998,2947.854195,2036.914152,6.0,2.39375,2744.0,1978.0,24.0,1.078,1.355,1.0
Tutoh,0.581,0.209,481.0,89.03,secondario,0.59,0.108,417.0,47.5,-1.0,1944.3333333333333,1772.3333333333333,172.0,132.0,975.2386439999999,954.555,4298.0048990000005,3955.684824,13.0,4.47875,1260.0,3276.0,-285.0,1.095,1.334,1.0
RishiRD,0.5,0.328,418.0,45.15,AkshayGoyal,0.611,0.259,328.0,45.21,1.0,2184.3333333333335,2213.6666666666665,29.33333333333303,-26.0,2258.05,1904.7365080000002,2398.553792,1893.8265350000001,10.0,8.007000000000001,2484.0,2024.0,-48.0,1.375,0.821,1.0
FranzisJoanna,0.576,0.186,374.0,45.1,Aym2nz,0.451,0.183,237.0,45.03,-1.0,1757.3333333333333,1698.6666666666667,58.666666666666515,56.0,2312.9065760000003,1625.944329,3272.627003,2484.254976,2.0,2.0035,2288.0,2585.0,-50.0,0.903,1.07,1.0
thementalist369,0.491,0.164,222.0,45.75,HetMax,0.426,0.148,244.0,45.1,1.0,1677.6666666666667,1842.0,164.33333333333326,-163.0,2095.036788,2092.796875,2485.84304,2584.0155600000003,4.0,3.5967499999999997,2688.0,2091.0,65.0,1.0739999999999998,1.011,1.0
Elektra_18,0.509,0.132,411.0,54.52,sluckij,0.478,0.254,354.0,47.33,-1.0,1963.6666666666667,1806.0,157.66666666666674,125.0,1623.30385,2040.807483,2577.459486,3184.226535,6.0,3.59725,1800.0,2912.0,-180.0,1.3239999999999998,0.956,1.0
superlovelyamir,0.455,0.273,372.0,45.28,KonstantinovMax,0.542,0.22,362.0,45.79,-1.0,1813.0,2031.3333333333333,218.33333333333326,-224.0,2062.5,2189.17314,2401.041816,2539.103646,5.0,3.19725,1887.0,2820.0,32.0,0.8480000000000001,1.049,1.0
SmaragdElefant,0.532,0.177,426.0,45.41,Sualk78,0.5,0.203,383.0,45.46,1.0,1852.3333333333333,2199.0,346.66666666666674,-459.0,2575.446462,1826.6878559999998,2733.688536,2112.360614,9.0,3.9939999999999998,2120.0,2365.0,7.0,1.096,0.517,1.0
chaklichi,0.5,0.273,245.0,45.16,okeanos01,0.351,0.316,214.0,45.35,-1.0,1701.0,2053.6666666666665,352.6666666666665,-414.0,2150.521659,3015.85,1597.513825,2460.3,6.0,4.416499999999999,2132.0,2520.0,58.0,1.221,0.715,1.0
Bikas62,0.435,0.13,186.0,55.07,ChrisTreborn,0.145,0.242,256.0,45.23,-1.0,1808.6666666666667,1602.3333333333333,206.33333333333348,201.0,2163.9745159999998,1347.9915749999998,3711.787546,1870.97043,14.0,5.7090000000000005,1650.0,2576.0,-116.0,0.621,0.623,1.0
GGG108,0.541,0.164,319.0,53.46,ArtSchach83,0.409,0.106,329.0,45.2,-1.0,1652.6666666666667,1407.0,245.66666666666674,264.0,2460.318336,1877.6815600000002,2542.146702,2419.277504,9.0,3.5365,2464.0,2028.0,-89.0,1.086,1.206,1.0
anandveera,0.594,0.174,342.0,45.16,Axel_Matt22,0.603,0.19,358.0,45.19,1.0,1950.3333333333333,2015.3333333333333,65.0,-72.0,2857.15,2534.568894,2301.5614440000004,1797.2259600000002,6.0,2.8034999999999997,1645.0,3111.0,-25.0,1.266,1.0030000000000001,1.0
serg_io,0.48,0.32,232.0,45.42,Karaman_36,0.304,0.232,242.0,45.03,0.0,1712.6666666666667,1637.0,75.66666666666674,82.0,2273.4383,1797.2259600000002,2539.6692780000003,1966.1972349999999,14.0,6.803749999999999,1850.0,2420.0,-28.0,0.761,0.717,1.0
ForcesOFMomentum936,0.409,0.227,300.0,82.0,apostrov13,0.391,0.203,311.0,45.82,-1.0,2379.0,2118.6666666666665,260.3333333333335,223.0,1150.8,2158.786005,2615.4,3753.9891270000003,5.0,2.4025,1386.0,3575.0,-250.0,0.8839999999999999,0.936,1.0
facupeder,0.174,0.348,276.0,45.66,Evgen_2512,0.319,0.426,276.0,46.1,-1.0,1997.0,2024.6666666666667,27.666666666666742,-110.0,3064.5,1289.358315,2869.398364,1774.2,9.0,3.56,1782.0,2535.0,-253.0,0.498,0.605,1.0
TimVoronChess,0.352,0.167,219.0,85.53,Arntoa,0.583,0.217,245.0,45.26,-1.0,2276.3333333333335,2187.3333333333335,89.0,157.0,2239.5357599999998,1856.05,2575.75,2178.417116,15.0,6.016249999999999,1470.0,2760.0,77.0,0.776,1.26,0.3
aa7ko,0.508,0.175,437.0,45.2,PeterDornbusch,0.554,0.292,558.0,45.12,1.0,1608.6666666666667,1572.6666666666667,36.0,86.0,2259.8440680000003,2258.05,2189.629912,2485.897498,8.0,3.918,2255.0,2255.0,58.0,1.169,1.34,1.0
grigori2006,0.5,0.136,392.0,46.3,rodrizeus,0.676,0.074,566.0,45.62,1.0,2068.3333333333335,1792.3333333333333,276.0000000000002,244.0,2304.177189,2073.721659,2508.964516,1943.1748080000002,6.0,5.21,2132.0,2530.0,-7.0,0.558,1.48,1.0
halmayer,0.508,0.19,242.0,45.01,alexanderatto,0.389,0.259,241.0,45.6,1.0,1938.3333333333333,1934.6666666666667,3.666666666666515,1.0,2660.6405139999997,2341.301769,2107.157076,1904.7365080000002,12.0,5.203749999999999,2115.0,2300.0,9.0,1.25,1.044,1.0
JuliocMartinez,0.561,0.136,376.0,45.01,portadordelamuerte,0.509,0.182,430.0,51.42,0.0,1531.6666666666667,1323.0,208.66666666666674,222.0,2278.15896,2775.1972480000004,1893.675,2204.64104,16.0,4.46925,2420.0,1800.0,5.0,0.8440000000000001,1.423,1.0
mesuterdgnnn7,0.525,0.18,496.0,71.75,Olegvks,0.456,0.309,387.0,45.28,1.0,1528.0,1833.6666666666667,305.66666666666674,-325.0,2189.158184,1640.6,2770.853125,2194.1657,7.0,5.93875,2438.0,2184.0,38.0,1.117,1.123,1.0
mithun_paul,0.594,0.234,249.0,45.05,SantiFariasGomez,0.198,0.123,178.0,45.01,1.0,2348.6666666666665,2400.3333333333335,51.66666666666697,-68.0,1092.903669,2313.547732,2449.5750000000003,3512.8536299999996,11.0,2.804,2116.0,2352.0,-34.0,1.228,0.637,1.0
mithun_paul,0.594,0.234,249.0,45.05,SantiFariasGomez,0.198,0.123,178.0,45.01,1.0,2348.6666666666665,2400.3333333333335,51.66666666666697,-68.0,1092.903669,2313.547732,2449.5750000000003,3512.8536299999996,11.0,2.804,2116.0,2352.0,-34.0,1.228,0.637,1.0
mithun_paul,0.594,0.234,249.0,45.05,SantiFariasGomez,0.198,0.123,178.0,45.01,-1.0,2348.6666666666665,2400.3333333333335,51.66666666666697,-68.0,1092.903669,2313.547732,2449.5750000000003,3512.8536299999996,11.0,2.804,2116.0,2352.0,-34.0,1.228,0.637,1.0
Knosti,0.377,0.262,259.0,48.94,mohammadsene,0.629,0.194,182.0,45.24,-1.0,2308.3333333333335,2114.0,194.33333333333348,247.0,1899.74064,2497.398231,1821.0270030000001,2569.902192,12.0,6.407,2025.0,2397.0,-12.0,0.984,0.993,1.0
Tagir_88,0.533,0.2,214.0,45.09,LutherCB,0.457,0.214,242.0,45.14,1.0,1830.0,1825.0,5.0,-4.0,1984.15,1781.89872,2957.012212,2688.188172,12.0,3.20025,2256.0,2162.0,-36.0,0.778,1.0130000000000001,1.0
butterfly2221,0.508,0.39,263.0,54.3,Jorch20,0.34,0.302,296.0,45.01,-1.0,1830.0,1534.3333333333333,295.66666666666674,293.0,1784.771232,3253.9652279999996,1438.5,2792.160074,9.0,4.405,2112.0,2444.0,44.0,0.644,0.766,1.0
Decland13,0.328,0.19,239.0,47.6,abolghasem7,0.375,0.304,256.0,45.12,-1.0,1193.6666666666667,1325.6666666666667,132.0,96.0,2758.5960919999998,2250.2781859999996,2530.38434,2094.84,3.0,1.6055000000000001,2444.0,2397.0,24.0,0.328,0.837,1.0
fafah44,0.489,0.149,353.0,53.99,ElHacedordeMates,0.596,0.096,284.0,45.59,-1.0,2340.6666666666665,2128.3333333333335,212.33333333333303,165.0,2388.061265,1726.939544,3189.616296,1840.7743899999998,7.0,3.0927499999999997,1960.0,2622.0,46.0,1.2570000000000001,1.2309999999999999,1.0
LevFrias,0.531,0.082,292.0,51.78,emmepanzer,0.403,0.242,319.0,45.0,-1.0,1795.6666666666667,2246.0,450.33333333333326,-427.0,1805.5625000000002,1665.770862,2961.387414,2698.4,7.0,4.366,2050.0,2576.0,-22.0,1.049,1.0,1.0
petrdmitriev76,0.474,0.211,593.0,45.1,spartacusmills,0.564,0.2,585.0,45.1,0.0,1439.0,1468.6666666666667,29.666666666666742,61.0,3035.721875,1763.61367,2855.607192,1736.13125,9.0,3.6045000000000003,1880.0,2632.0,65.0,0.982,0.6579999999999999,1.0
Nishonboy,0.314,0.275,235.0,46.48,Valery_shom1,0.508,0.206,411.0,45.16,-1.0,2458.0,2164.3333333333335,293.6666666666665,227.0,1615.9231849999999,1975.79375,2646.1882560000004,3091.3170959999998,3.0,4.01375,1326.0,3762.0,-362.0,0.587,0.9730000000000001,1.0
BlackPharaon,0.409,0.076,359.0,45.06,fianceto,0.557,0.164,336.0,45.02,-1.0,1950.3333333333333,1518.0,432.33333333333326,458.0,2962.968148,2446.654392,2374.67799,1925.891852,4.0,1.6025,2132.0,2640.0,-31.0,0.721,1.012,1.0
gujiguha,0.542,0.22,244.0,45.32,Edinacow,0.508,0.222,239.0,45.15,1.0,1999.6666666666667,2001.6666666666667,2.0,9.0,2660.6405139999997,1826.1853800000001,2918.8606139999997,2267.569161,7.0,2.00975,2115.0,2548.0,18.0,1.0,1.1019999999999999,1.0
Kathy_1320,0.429,0.0,212.0,78.09,Zenando,0.304,0.333,266.0,45.14,-1.0,2017.3333333333333,1186.3333333333333,831.0,759.0,1475.385246,1045.6650240000001,4206.765024,3715.8852460000003,0.0,0.0,850.0,4100.0,-112.0,0.5,0.748,0.17
Mitan05,0.177,0.419,277.0,76.08,Fant22,0.308,0.338,243.0,45.3,1.0,1202.0,1185.6666666666667,16.333333333333258,105.0,2777.822272,1824.4318349999999,3045.992808,2229.622272,2.0,0.81975,2499.0,2397.0,-40.0,0.556,0.308,1.0
Albator5151,0.603,0.207,345.0,45.09,FerdinandDerKater,0.649,0.123,399.0,45.1,1.0,1711.0,1732.0,21.0,-11.0,2596.165144,2032.8,2614.7549999999997,2076.9187500000003,3.0,2.43475,2244.0,2597.0,-43.0,1.025,1.187,1.0
eric40692011,0.594,0.219,395.0,62.87,dobol_ae,0.613,0.129,316.0,45.34,1.0,1958.3333333333333,1905.6666666666667,52.666666666666515,87.0,1804.2364020000002,2888.99611,2035.09611,2608.495344,8.0,2.8572499999999996,2300.0,2300.0,136.0,1.194,1.446,0.5
swampdiver,0.541,0.18,397.0,45.35,FreidrichReinhold,0.385,0.277,381.0,45.05,1.0,1632.6666666666667,1571.0,61.66666666666674,54.0,2407.973018,1840.8,2990.777344,2338.0663799999998,4.0,2.4015,2385.0,2365.0,-26.0,0.9670000000000001,1.041,1.0
Fiflo1701,0.528,0.132,353.0,47.29,Ghundygar,0.513,0.051,333.0,45.03,-1.0,1790.0,1511.0,279.0,291.0,2702.175,2835.616482,1772.268498,1746.366912,3.0,2.2575,3055.0,1696.0,-39.0,1.199,1.27,1.0
Dakods-16,0.435,0.258,197.0,45.02,stuffings,0.5,0.382,292.0,45.95,-1.0,2782.0,2608.3333333333335,173.66666666666652,212.0,2119.646862,2166.65,2494.597742,2725.2743100000002,8.0,2.4210000000000003,1862.0,2700.0,-138.0,0.546,0.8,1.0
Umasivasankar323,0.585,0.2,376.0,45.1,sharif_moustafa,0.587,0.254,349.0,45.41,-1.0,2189.6666666666665,2083.0,106.66666666666652,231.0,2822.6,2107.712178,2498.045121,1796.9044860000001,10.0,4.01375,2300.0,2208.0,-20.0,1.314,1.361,1.0
siwi666,0.333,0.217,265.0,45.06,drealplayer,0.455,0.167,241.0,45.49,-1.0,1878.3333333333333,1836.6666666666667,41.666666666666515,48.0,2305.025385,1970.360964,2796.568194,2364.64153,8.0,2.9105,2208.0,2397.0,-20.0,0.958,0.7989999999999999,1.0
ChaMarTambo,0.614,0.214,459.0,45.73,amedli2112,0.701,0.194,407.0,45.1,-1.0,2508.0,2518.3333333333335,10.333333333333485,-29.0,2607.089212,1696.44375,2261.8875,1763.61367,15.0,7.19575,2365.0,1749.0,16.0,1.322,1.254,0.27
KMS2024,0.348,0.288,313.0,45.43,MOHAMEDDEGHIDY,0.541,0.213,572.0,45.15,-1.0,1944.0,1911.6666666666667,32.33333333333326,52.0,2777.7999999999997,1971.349104,2652.284588,1781.85553,7.0,3.6035,2520.0,2050.0,-39.0,0.506,0.734,1.0
KMS2024,0.348,0.288,313.0,45.43,MOHAMEDDEGHIDY,0.541,0.213,572.0,45.15,1.0,1944.0,1911.6666666666667,32.33333333333326,52.0,2777.7999999999997,1971.349104,2652.284588,1781.85553,7.0,3.6035,2520.0,2050.0,-39.0,0.506,0.734,1.0
Hakantuna,0.463,0.074,525.0,47.49,Systemj,0.391,0.125,366.0,46.09,0.0,1197.0,1396.6666666666667,199.66666666666674,-399.0,2380.95,1369.732531,3037.258015,1984.140873,12.0,7.212999999999999,1554.0,2968.0,22.0,0.821,0.637,1.0
bru0,0.564,0.273,251.0,45.08,Pajaresteso,0.609,0.234,273.0,45.03,-1.0,2439.3333333333335,2378.0,61.333333333333485,60.0,2641.1780639999997,1507.06003,2872.978125,1759.05121,8.0,6.76575,2496.0,2115.0,-10.0,1.03,1.109,1.0
Dexter-Lee,0.391,0.13,246.0,63.27,Gracious19,0.417,0.267,273.0,45.22,-1.0,2311.6666666666665,1597.0,714.6666666666665,770.0,2166.65,1351.968345,3328.6718880000003,2166.65,12.0,5.618,1802.0,2394.0,-230.0,0.764,1.056,0.78
Reeban,0.8,0.157,573.0,66.85,ahmedM24,0.688,0.141,630.0,45.35,1.0,2283.6666666666665,2341.0,57.333333333333485,-76.0,2248.234192,2142.121018,1746.456502,1855.3365600000002,19.0,9.2125,2585.0,1530.0,101.0,1.616,1.4609999999999999,1.0
